restaurant_name,address,tags,lat,lon
THE VILLAGE LANTERN,"167 BLEECKER STREET MANHATTAN NY, 10012",American,40.728725,-74.00028
NOMO SOHO,"9 CROSBY ST MANHATTAN NY, 10013",American,40.719917,-74.000305
SENZA GLUTEN,"206 SULLIVAN ST MANHATTAN NY, 10012",Italian,40.728962,-74.000305
DUNKIN' DONUTS,"7823 17TH AVE BROOKLYN NY, 11214",Donuts,40.612957,-74.00031
POMMES FRITES,"128 MACDOUGAL ST MANHATTAN NY, 10012",Not Listed/Not Applicable,40.73019,-74.00032
MEI HAO RESTAURANT,"4415 8 AVENUE BROOKLYN NY, 11220",Chinese,40.644363,-74.00033
HUNTER BAR  888,"4414 8TH AVE BROOKLYN NY, 11220",Chinese,40.64437,-74.000336
KOTO SUSHI & STEAK,"552 HENRY ST BROOKLYN NY, 11231",Japanese,40.68219,-74.00035
JUN-MEN RAMEN BAR,"249 9TH AVE MANHATTAN NY, 10001",Japanese,40.74782,-74.00037
JOJO'S PHILOSOPHY,"169 BLEECKER ST MANHATTAN NY, 10012",American,40.728767,-74.000374
PASTA WIZ EXPRESS,"126 MACDOUGAL ST MANHATTAN NY, 10012",Italian,40.73013,-74.000374
SUSHI SUSHI,"126 MACDOUGAL ST MANHATTAN NY, 10012",Japanese,40.73013,-74.000374
CHELSEA SQUARE RESTAURANT,"368 WEST   23 STREET MANHATTAN NY, 10011",American,40.746082,-74.000374
PIZZA MOTO,"338 HAMILTON AVE BROOKLYN NY, 11231",Pizza,40.674316,-74.00039
WOGIES,"39 GREENWICH AVENUE MANHATTAN NY, 10014",American,40.735355,-74.00039
SUMMERS,"169 THOMPSON ST MANHATTAN NY, 10012",Coffee/Tea,40.72758,-74.0004
ZZ CLAM BAR,"169 THOMPSON ST MANHATTAN NY, 10012",American,40.72758,-74.0004
SMILE TO GO,"22 HOWARD STREET MANHATTAN NY, 10013",American,40.71946,-74.000404
MESKEREM,"124 MACDOUGAL STREET MANHATTAN NY, 10012",Ethiopian,40.73007,-74.00043
PETITE BOUCHERIE / OMAKASE ROOM,"14 CHRISTOPHER ST MANHATTAN NY, 10014",French,40.73396,-74.00043
ORCHID DYNASTY RESTAURANT,"7706 NEW UTRECHT AVE BROOKLYN NY, 11214",Chinese,40.614067,-74.000435
MADAME X,"94 WEST HOUSTON STREET MANHATTAN NY, 10012",American,40.727196,-74.000435
COOPERS CRAFT AND KITCHEN,"169 8TH AVE MANHATTAN NY, 10011",American,40.742584,-74.00047
VILLAGE NATURAL,"46 GREENWICH AVE MANHATTAN NY, 10011",Vegetarian,40.73553,-74.00048
OAXACA GREENWICH,"48 GREENWICH AVE MANHATTAN NY, 10011",Mexican,40.73559,-74.00052
GYM SPORTS BAR,"167 8 AVENUE MANHATTAN NY, 10011",American,40.742516,-74.00052
RED BAMBOO,"140 WEST    4 STREET MANHATTAN NY, 10012",Vegetarian,40.73149,-74.00053
DUNKIN' DONUTS,"243 9 AVENUE MANHATTAN NY, 10001",Donuts,40.747604,-74.00053
MIGHTY BOWL,"120 MACDOUGAL ST MANHATTAN NY, 10012",Asian,40.72992,-74.00055
BLUE NOTE JAZZ,"131 WEST    3 STREET MANHATTAN NY, 10012",American,40.73065,-74.00056
MADISON BAGEL AND GRILL,"5 MADISON ST MANHATTAN NY, 10038",American,40.711723,-74.00059
NHA-TRANG CENTRE VIETNAM RESTAURANT,"148 CENTRE STREET MANHATTAN NY, 10013",Vietnamese/Cambodian/Malaysia,40.717213,-74.00059
SEABIRD,"361 6TH AVE MANHATTAN NY, 10014",Seafood,40.73222,-74.00059
TXIKITO,"240 9 AVENUE MANHATTAN NY, 10001",Spanish,40.747482,-74.000595
DUNKIN' DONUTS,"139 CENTRE STREET MANHATTAN NY, 10013",Coffee/Tea,40.717205,-74.00061
QUEEN BAKERY II,"139 CENTRE STREET MANHATTAN NY, 10013",Chinese,40.717205,-74.00061
DELICE & SARRASIN,"20 CHRISTOPHER ST MANHATTAN NY, 10014",French,40.73393,-74.00062
SUPER SKYWAY RESTAURANT & KEBAB HOUSE,"2032 BATH AVE BROOKLYN NY, 11214",Pakistani,40.60081,-74.00063
ZAIQA RESTAURANT,"2031 BATH AVE BROOKLYN NY, 11214",Middle Eastern,40.600826,-74.00064
HENRY'S LOCAL,"570 HENRY ST BROOKLYN NY, 11231",Coffee/Tea,40.681583,-74.00065
JOE,"141 WAVERLY PLACE MANHATTAN NY, 10014",Coffee/Tea,40.73322,-74.00065
OLD TBILISI,"174 BLEECKER ST MANHATTAN NY, 10012",Mediterranean,40.728897,-74.000656
SEVILLE MANOR,"5602 11 AVENUE BROOKLYN NY, 11219",Jewish/Kosher,40.633717,-74.00066
INSOMNIA COOKIES,"116 MACDOUGAL ST MANHATTAN NY, 10012",Bakery,40.729782,-74.00066
OFF THE WAGON,"109 MACDOUGAL STREET MANHATTAN NY, 10012",American,40.7298,-74.00066
SUSHI KATSUI,"357 6TH AVE MANHATTAN NY, 10014",Japanese,40.732117,-74.00066
EL PENACHO II RESTAURANT,"7816 NEW UTRECHT AVE BROOKLYN NY, 11214",Mexican,40.613228,-74.00068
68 MEI MEI BAKERY,"7814 NEW UTRECHT AVENUE BROOKLYN NY, 11214",Chinese,40.61324,-74.00068
DEBORAH MILLER,"3 MADISON ST MANHATTAN NY, 10038",American,40.711716,-74.00068
SEAMORE'S,"161 8TH AVE MANHATTAN NY, 10011",American,40.742306,-74.00068
SULLIVAN STREET BAKERY,"236 9 AVENUE MANHATTAN NY, 10001",Bakery,40.747368,-74.00068
GOOD VIEW BAKERY,"7820 NEW UTRECHT AVE BROOKLYN NY, 11214",Chinese,40.6132,-74.00069
BLUE HAVEN,"108 WEST HOUSTON STREET MANHATTAN NY, 10012",American,40.72732,-74.00069
VOL DE NUIT,"148 WEST    4 STREET MANHATTAN NY, 10012",French,40.73157,-74.00069
THE CROOKED KNIFE,"232 WEST   14 STREET MANHATTAN NY, 10011",American,40.738976,-74.000694
KIKU SUSHI,"235 9TH AVE MANHATTAN NY, 10001",Japanese,40.74737,-74.000694
TAQUITOS MEXICO RESTAURANT,"6720 14 AVENUE BROOKLYN NY, 11219",Mexican,40.623333,-74.0007
BLUESTONE LANE,"55 GREENWICH AVE MANHATTAN NY, 10014",Australian,40.735874,-74.0007
VOLARE RESTAURANT,"147 WEST FOURTH STREET MANHATTAN NY, 10012",Italian,40.731594,-74.00071
THE GRISLY PEAR,"107 MACDOUGAL STREET MANHATTAN NY, 10012","Bottled beverages, including water, sodas, juices, etc.",40.72974,-74.00072
MEXICUE,"160 8TH AVE MANHATTAN NY, 10011",Mexican,40.742207,-74.00073
DOUBLE BEN CAFE,"7901 17TH AVE BROOKLYN NY, 11214",Chinese,40.612537,-74.00075
RAHI,"60 GREENWICH AVE MANHATTAN NY, 10011",Indian,40.73598,-74.00075
GALANGA THAI COOKING,"149 WEST 4 STREET MANHATTAN NY, 10012",Thai,40.731617,-74.000755
PIZZA D'AMORE,"8949 BAY PARKWAY BROOKLYN NY, 11214",Pizza,40.595238,-74.00078
CREPERIE,"112 MACDOUGAL STREET MANHATTAN NY, 10012",American,40.729645,-74.00078
NY 99 CENTS PIZZA,"109B LAFAYETTE ST MANHATTAN NY, 10013",Pizza,40.71811,-74.00082
JACK'S COFFEE,"138 WEST 10 STREET MANHATTAN NY, 10014",Coffee/Tea,40.734562,-74.00082
GRAND SICHUAN,"229 9TH AVE MANHATTAN NY, 10001",Chinese,40.7472,-74.00082
PANCHITO'S,"103 MACDOUGAL STREET MANHATTAN NY, 10012",Mexican,40.729614,-74.000824
PIERRE LOTI CAFE & WINE BAR,"258 WEST 15 STREET MANHATTAN NY, 10011",Turkish,40.739933,-74.000824
MIMI,"185 SULLIVAN ST MANHATTAN NY, 10012",French,40.72831,-74.00084
BAREBURGER,"153 8 AVENUE MANHATTAN NY, 10011",American,40.742027,-74.00088
HAPPY HOME CUISINE,"12 BAY 25TH ST BROOKLYN NY, 11214",Chinese,40.66218,-74.000885
CRISPO,"240 WEST   14 STREET MANHATTAN NY, 10011",Italian,40.739056,-74.000885
NORWOOD,"241 WEST   14 STREET MANHATTAN NY, 10011",American,40.739067,-74.000885
Chow House,"181 BLEECKER ST MANHATTAN NY, 10012",Chinese,40.729027,-74.00089
HELLO SAIGON,"180 BLEECKER ST MANHATTAN NY, 10012",Vietnamese/Cambodian/Malaysia,40.729015,-74.0009
PLAYA BOWLS,"108 MACDOUGAL ST MANHATTAN NY, 10012","Juice, Smoothies, Fruit Salads",40.729507,-74.0009
KASUMI,"1870 86TH STREET BROOKLYN NY, 11214",Japanese,40.60621,-74.00092
BOBA GUYS,"261 CANAL ST MANHATTAN NY, 10013",Coffee/Tea,40.718723,-74.00093
SAMURICE,"261 CANAL ST MANHATTAN NY, 10013",Japanese,40.718723,-74.00093
OPPA,"261-267 CANAL ST MANHATTAN NY, 10013",Korean,40.718723,-74.00093
HONEST CHOPS BURGERS,"99 MACDOUGAL ST MANHATTAN NY, 10012",Hamburgers,40.72949,-74.00093
THE KATI ROLL COMPANY,"99 MAC DOUGAL STREET MANHATTAN NY, 10012",Indian,40.72949,-74.00093
GREENWICH VILLAGE COMEDY CLUB,"99 MACDOUGAL STREET MANHATTAN NY, 10012",American,40.72949,-74.00093
GOOD VIEW DELICIOUS BAKERY,"4518 8 AVENUE BROOKLYN NY, 11220",Chinese,40.64379,-74.00094
MCDONALD'S,"262 CANAL STREET MANHATTAN NY, 10013",Hamburgers,40.718716,-74.000946
THAI SLIDERS,"150 8TH AVE MANHATTAN NY, 10011",Thai,40.741898,-74.00095
DUNKIN' DONUTS,"833 4 AVENUE BROOKLYN NY, 11232",Donuts,40.65762,-74.00097
CHRIS RESTAURANT,"1866 86 STREET BROOKLYN NY, 11214",Polish,40.606243,-74.00098
MONTE'S,"97 MACDOUGAL STREET MANHATTAN NY, 10012",Italian,40.729424,-74.000984
UP AND DOWN,"244 WEST   14 STREET MANHATTAN NY, 10011",American,40.739098,-74.000984
TURKISS,"104 MACDOUGAL ST MANHATTAN NY, 10012",Mediterranean,40.72937,-74.001015
LIQUITERIA,"267 WEST 15 STREET MANHATTAN NY, 10011","Juice, Smoothies, Fruit Salads",40.740025,-74.001015
SWEETS BY CHLOE,"185 BLEECKER ST MANHATTAN NY, 10012",Bakery,40.729103,-74.001045
BY CHLOE,"185 BLEECKER ST MANHATTAN NY, 10012",Vegetarian,40.729103,-74.001045
POPEYES LOUISIANA KITCHEN,"96 WALKER STREET MANHATTAN NY, 10013",American,40.717968,-74.00105
AZUMMA,"265 CANAL ST MANHATTAN NY, 10013",Spanish,40.718826,-74.00107
MISSION CEVICHE,"265 CANAL ST MANHATTAN NY, 10013",Peruvian,40.718826,-74.00107
NOM WAH KUAI,"265 CANAL ST MANHATTAN NY, 10013",Chinese,40.718826,-74.00107
NEW YORK KIMCHI,"102 MACDOUGAL ST MANHATTAN NY, 10012",Korean,40.7293,-74.00107
COWGIRL SEAHORSE,"259 FRONT STREET MANHATTAN NY, 10038",Seafood,40.70805,-74.00108
AUGUST GATHERINGS,"266 CANAL ST MANHATTAN NY, 10013",Chinese,40.718815,-74.00108
MIGHTY QUINN'S BBQ,"75 GREENWICH AVE MANHATTAN NY, 10014",American,40.73661,-74.00113
OFFICE COFFEE,"267 CANAL ST MANHATTAN NY, 10013",Coffee/Tea,40.718876,-74.00114
COOL FRESH JUICE BAR,"333 6TH AVE MANHATTAN NY, 10014","Juice, Smoothies, Fruit Salads",40.73144,-74.00115
PAPAYA DOG,"333 6TH AVE MANHATTAN NY, 10014",Hotdogs,40.73144,-74.00115
BANTER,"169 SULLIVAN ST MANHATTAN NY, 10012",Australian,40.72786,-74.00121
HIGHLANDS RESTAURANT,"150 WEST   10 STREET MANHATTAN NY, 10014",English,40.734505,-74.00121
JUICE PRESS,"156 PRINCE ST MANHATTAN NY, 10012","Juice, Smoothies, Fruit Salads",40.725925,-74.00122
JOSEPH LEONARD,"170 WAVERLY PLACE MANHATTAN NY, 10014",American,40.733894,-74.00123
JG Mellon,"89 MACDOUGAL ST MANHATTAN NY, 10012",American,40.72908,-74.001274
THE RICE NOODLE,"190 BLEECKER ST MANHATTAN NY, 10012",Chinese,40.72921,-74.00129
BARRACA/MACONDO,"81 GREENWICH AVENUE MANHATTAN NY, 10014",Spanish,40.736916,-74.00132
VAN LEEUWEN ARTISAN ICE CREAM,"181 WAVERLY PL MANHATTAN NY, 10014",Coffee/Tea,40.7343,-74.00133
JOE & THE JUICE,"161 PRINCE ST MANHATTAN NY, 10012",Coffee/Tea,40.726,-74.00134
IFC CENTER,"323 6TH AVE MANHATTAN NY, 10014",American,40.731174,-74.00134
TWIN LIN'S GARDEN,"854 4TH AVE BROOKLYN NY, 11232",Chinese,40.657276,-74.00135
COCO PAZZO TRATTORIA,"160 PRINCE ST MANHATTAN NY, 10012",Italian,40.72599,-74.00135
PARIS BAGUETTE,"273 CANAL ST MANHATTAN NY, 10013",Bakery,40.719036,-74.001366
TATOS PIZZA,"8411 18TH AVE BROOKLYN NY, 11214",Pizza,40.608284,-74.00137
BURRITO LOCO,"166 WEST    4 STREET MANHATTAN NY, 10014",Tex-Mex,40.732,-74.00138
IKINARI STEAK,"205 BLEECKER ST MANHATTAN NY, 10012",Steak,40.72927,-74.00139
MASHALLAH GRILL,"2004 BATH AVE BROOKLYN NY, 11214",Middle Eastern,40.601334,-74.001396
MENKOI SATO,"7 CORNELIA ST MANHATTAN NY, 10014",Japanese,40.731697,-74.0014
POK POK NY,"117 COLUMBIA ST BROOKLYN NY, 11231",Thai,40.687695,-74.00141
THE FOUR FACED LIAR,"165 WEST    4 STREET MANHATTAN NY, 10014",American,40.732048,-74.00141
LORAX FROZEN YOGURT,"4602 8TH AVE BROOKLYN NY, 11220","Ice Cream, Gelato, Yogurt, Ices",40.643307,-74.00144
THE HOP SHOP,"121 COLUMBIA ST BROOKLYN NY, 11231",American,40.687614,-74.00145
VILLAGE VANGUARD,"178 7 AVENUE SOUTH MANHATTAN NY, 10014",American,40.73597,-74.00146
GREAT RESTAURANT,"4606 8TH AVE BROOKLYN NY, 11220",Chinese,40.643288,-74.001465
DR SMOOD,"470 BROOME ST MANHATTAN NY, 10013",Coffee/Tea,40.72259,-74.001465
STARBUCKS,"124 8 AVENUE MANHATTAN NY, 10011",Coffee/Tea,40.741173,-74.00148
RIVOLI PIZZA RESTAURANT,"176 7 AVENUE SOUTH MANHATTAN NY, 10014",Pizza,40.735916,-74.00149
MISS LILY'S,"132 WEST HOUSTON STREET MANHATTAN NY, 10012",Caribbean,40.72772,-74.001495
LIN'S GARDEN KITCHEN,"590 CLINTON STREET BROOKLYN NY, 11231",Chinese,40.67549,-74.0015
POPINA,"127 COLUMBIA ST BROOKLYN NY, 11231",Italian,40.68749,-74.00151
BABY BRASA,"173 7TH AVE S MANHATTAN NY, 10014",Peruvian,40.735855,-74.00151
XI'AN FAMOUS FOODS,"313 6TH AVE MANHATTAN NY, 10014",Chinese,40.730892,-74.00152
4618 BAKERY,"4618 8 AVENUE BROOKLYN NY, 11220",Bakery,40.64323,-74.001526
MAI THAI,"4618 8 AVENUE BROOKLYN NY, 11220",Thai,40.64323,-74.001526
SLICE OF BROOKLYN  INC.,"849 4TH AVE BROOKLYN NY, 11232",Pizza,40.657063,-74.00156
LE GIGOT,"18 CORNELIA ST MANHATTAN NY, 10014",French,40.73163,-74.00156
PEARL,"18 CORNELIA STREET MANHATTAN NY, 10014",Seafood,40.73163,-74.00156
THE RAIL LINE DINER,"400 WEST   23 STREET MANHATTAN NY, 10011",American,40.746582,-74.00156
UNICO,"156 SULLIVAN ST MANHATTAN NY, 10012",Italian,40.727398,-74.00162
BRIGADEIRO BAKERY,"156 SULLIVAN ST MANHATTAN NY, 10012",Bakery,40.727398,-74.00162
NEW YORK RIFLE CLUB,"77 MACDOUGAL STREET MANHATTAN NY, 10012",Italian,40.728672,-74.00162
DOWN THE HATCH,"175 WEST    4 STREET MANHATTAN NY, 10014",American,40.732277,-74.00162
MORANDI,"211 WAVERLY PL MANHATTAN NY, 10014",Other,40.735405,-74.00165
AROQA,"206 9TH AVE MANHATTAN NY, 10011",Indian,40.746025,-74.001656
MARK JOSEPH STEAKHOUSE,"261 WATER STREET MANHATTAN NY, 10038",Steak,40.708385,-74.00166
LE PAIN QUOTIDIEN,"100 GRAND STREET MANHATTAN NY, 10013",Sandwiches/Salads/Mixed Buffet,40.721375,-74.001686
LA PARADA RESTAURANT,"855 4TH AVE BROOKLYN NY, 11232",Spanish,40.65692,-74.0017
PALMA,"28 CORNELIA STREET MANHATTAN NY, 10014",Italian,40.73157,-74.00171
JAKE'S SALOON,"202 9 AVENUE MANHATTAN NY, 10011",American,40.745953,-74.00171
PADTHAI NOODLE LOUNGE,"114 8 AVENUE MANHATTAN NY, 10011",Thai,40.74085,-74.00172
MAGLIA ROSA BIKE CAFE,"2 4TH PL BROOKLYN NY, 11231",Coffee/Tea,40.67889,-74.00176
HARBS,"198 9TH AVE MANHATTAN NY, 10011",Japanese,40.745876,-74.00177
RAMEN-YA,"181 WEST    4 STREET MANHATTAN NY, 10014",Japanese,40.73246,-74.00178
DEATH AVENUE BAR & GRIL,"315 10 AVENUE MANHATTAN NY, 10001",American,40.750954,-74.0018
BAR VELOCE,"146 WEST HOUSTON STREET MANHATTAN NY, 10012",Tapas,40.727875,-74.00181
PEPE ROSSO TO GO,"149 SULLIVAN STREET MANHATTAN NY, 10012",Italian,40.727135,-74.001816
GOOGLE LAPLACE,"111 8TH AVE MANHATTAN NY, 10011",American,40.740723,-74.00182
GOOGLE-TRUCK PIT,"111 8 AVENUE MANHATTAN NY, 10011",American,40.740723,-74.00182
DON ANGIE,"103 GREENWICH AVE MANHATTAN NY, 10014",American,40.737774,-74.00183
OMEN JAPANESE CUISINE,"113 THOMPSON STREET MANHATTAN NY, 10012",Japanese,40.725834,-74.00184
KARAOKE BOHO,"186 WEST    4 STREET MANHATTAN NY, 10014",Korean,40.732506,-74.00184
TAIM WEST VILLAGE,"222 WAVERLY PL MANHATTAN NY, 10014",Mediterranean,40.735996,-74.00184
VILLA MOSCONI RESTAURANT,"69 MACDOUGAL STREET MANHATTAN NY, 10012",Italian,40.7284,-74.00185
CHELSEA RISTORANTE,"108 8 AVENUE MANHATTAN NY, 10011",Italian,40.74067,-74.00185
JOHNNY'S BAR,"90 GREENWICH AVENUE MANHATTAN NY, 10011","Bottled beverages, including water, sodas, juices, etc.",40.737858,-74.00187
PETIT CREVETTE,"144 UNION STREET BROOKLYN NY, 11231",French,40.68407,-74.001884
PATISSERIE CLAUDE,"187 WEST    4 STREET MANHATTAN NY, 10014",Bakery,40.73261,-74.00191
COCOTTE,"110 THOMPSON STREET MANHATTAN NY, 10012",French,40.725727,-74.001915
BIG JOHN'S COFFEE SHOP & GRILL,"865 4 AVENUE BROOKLYN NY, 11232",American,40.656685,-74.001945
FISH MARKET RESTAURANT,"111 SOUTH STREET MANHATTAN NY, 10038",Seafood,40.706936,-74.001945
FERDINANDO'S RESTAURANT,"151 UNION STREET BROOKLYN NY, 11231",Italian,40.6841,-74.00196
LAZZAT,"1969 BATH AVE BROOKLYN NY, 11214",Eastern European,40.601696,-74.00199
NAGOMI,"179 PRINCE STREET MANHATTAN NY, 10012",Japanese,40.72633,-74.00201
COMFORT STOP,"8503 18TH AVE BROOKLYN NY, 11214",Bakery,40.60776,-74.002014
NEW DYKER RESTAURANT,"8505 18 AVENUE BROOKLYN NY, 11214",American,40.60775,-74.00202
FAMOUS JOE'S PIZZA,"7 CARMINE STREET MANHATTAN NY, 10014",Pizza,40.730473,-74.00203
BARBALU,"225 FRONT STREET MANHATTAN NY, 10038",Italian,40.70757,-74.00204
FM CAFFE ESPRESSO,"4715 8TH AVE BROOKLYN NY, 11220","Juice, Smoothies, Fruit Salads",40.642685,-74.002075
SALUD,"107 THOMPSON ST MANHATTAN NY, 10012","Juice, Smoothies, Fruit Salads",40.72555,-74.002075
BLOSSOM,"187 9 AVENUE MANHATTAN NY, 10011",American,40.745483,-74.002075
18 STARS KITCHEN,"8515 18TH AVE BROOKLYN NY, 11214",Chinese,40.607704,-74.00208
PANADERIA GUATEMALTECA LA BENDICION,"1962 BATH AVE BROOKLYN NY, 11214",Bakery,40.601738,-74.0021
JEREMY'S ALE HOUSE,"228 FRONT STREET MANHATTAN NY, 10038",American,40.707542,-74.00211
HAMPTON INN,"320 PEARL STREET MANHATTAN NY, 10038",American,40.709152,-74.00211
AGAVE,"140 7 AVENUE SOUTH MANHATTAN NY, 10014",Mexican,40.73484,-74.00211
PIZZA DEN,"8521 18 AVENUE BROOKLYN NY, 11214",Pizza,40.607674,-74.00212
HIGHLINE PIZZERIA,"503 WEST   28 STREET MANHATTAN NY, 10001",Pizza,40.75095,-74.00216
ONCE UPON A TART,"135 SULLIVAN ST MANHATTAN NY, 10012",Coffee/Tea,40.726707,-74.00217
MADE FRESH DAILY,"226 FRONT ST MANHATTAN NY, 10038",Coffee/Tea,40.707508,-74.00218
LE GRAINNE CAFE,"183 9 AVENUE MANHATTAN NY, 10011",French,40.745335,-74.00218
CARRY ON TEA & SYMPATHY,"110 GREENWICH AVENUE MANHATTAN NY, 10011",English,40.73842,-74.0022
CHELSEA DELI & PIZZA,"301 10 AVENUE MANHATTAN NY, 10001",Delicatessen,40.750412,-74.0022
55 BAR,"55 CHRISTOPHER STREET MANHATTAN NY, 10014",American,40.733707,-74.002205
DOS TOROS TAQUERIA,"11 CARMINE STREET MANHATTAN NY, 10014",Tex-Mex,40.73041,-74.00222
HOUSE OF PIZZA & CALZONES,"132 UNION STREET BROOKLYN NY, 11231",Pizza/Italian,40.68417,-74.00224
TOBY'S ESTATE COFFEE ROASTER,"44 CHARLES ST MANHATTAN NY, 10014",Coffee/Tea,40.735023,-74.00224
VAN LEEUWEN ARTISAN ICE CREAM,"224 FRONT ST MANHATTAN NY, 10038","Ice Cream, Gelato, Yogurt, Ices",40.707474,-74.00225
PORTENO,"299 10 AVENUE MANHATTAN NY, 10001",Spanish,40.750336,-74.00225
KUNG FU JAPANESE & CHINESE RESTAURANT,"1950 BATH AVENUE BROOKLYN NY, 11214",Asian,40.60183,-74.00226
THE DUTCH,"131 SULLIVAN STREET MANHATTAN NY, 10012",American,40.726585,-74.002266
NICHE NICHE,"43 MACDOUGAL ST MANHATTAN NY, 10012",Other,40.727905,-74.002266
VINTAGE 61,"36 PECK SLIP MANHATTAN NY, 10038",French,40.708626,-74.00228
OTTO'S TACOS,"131 7TH AVE S MANHATTAN NY, 10014",Mexican,40.734474,-74.002304
BOQUERIA,"171 SPRING STREET MANHATTAN NY, 10012",Spanish,40.724754,-74.00234
BAR PITTI,"268 6 AVENUE MANHATTAN NY, 10014",Italian,40.7293,-74.002365
KHAN'S GYRO & FRIED CHICKEN,"1947 BATH AVE BROOKLYN NY, 11214",Middle Eastern,40.601902,-74.00237
CHIPOTLE MEXICAN GRILL,"404 BROADWAY MANHATTAN NY, 10013",Mexican,40.718815,-74.00237
ALMA,"187 COLUMBIA STREET BROOKLYN NY, 11231",Mexican,40.68568,-74.00238
SAN CARLO OSTERIA PIEMONTE,"90 THOMPSON ST MANHATTAN NY, 10012",Italian,40.72515,-74.00239
LA BERGAMOTE,"177 9 AVENUE MANHATTAN NY, 10011",French,40.74504,-74.002396
POPPY'S,"189 COLUMBIA ST BROOKLYN NY, 11231",American,40.68562,-74.00241
12 CHAIRS,"56 MACDOUGAL STREET MANHATTAN NY, 10012",American,40.727715,-74.00241
CANTINE,"126 UNION ST BROOKLYN NY, 11231",American,40.68422,-74.002426
YUMMY YUMMY,"782 47TH ST BROOKLYN NY, 11220",Chinese,40.643085,-74.00244
TRATTORIA SPAGHETTO,"232 BLEECKER STREET MANHATTAN NY, 10014",Italian,40.730278,-74.00245
ROCKMEISHA,"11 BARROW STREET MANHATTAN NY, 10014",Japanese,40.732697,-74.00253
CALEXICO CARNE ASADA,"122 UNION STREET BROOKLYN NY, 11231",Mexican,40.684254,-74.00254
EMMETTS,"50 MACDOUGAL ST MANHATTAN NY, 10012",American,40.727543,-74.002556
BISTRO LES AMIS,"180 SPRING STREET MANHATTAN NY, 10012",French,40.72485,-74.00257
LAMANO,"39 CHRISTOPHER ST MANHATTAN NY, 10014",Spanish,40.733654,-74.00257
KAI FENG FU DUMPLING HOUSE,"4801 8 AVENUE BROOKLYN NY, 11220",Chinese,40.64219,-74.00259
OFRENDA,"113 7 AVENUE SOUTH MANHATTAN NY, 10014",Mexican,40.734013,-74.0026
EASTERN CHINESE RESTAURANT,"2008 CROPSEY AVE BROOKLYN NY, 11214",Chinese,40.600044,-74.00261
MI YUE LOU,"4805 8TH AVE BROOKLYN NY, 11220",Chinese,40.64217,-74.00261
MEX CARROLL DINER,"192 COLUMBIA ST BROOKLYN NY, 11231",American,40.685184,-74.00264
JACK'S STIR BREW COFFEE,"10 DOWNING STREET MANHATTAN NY, 10014",Coffee/Tea,40.72966,-74.00264
CAFE CLOVER,"10 DOWNING ST MANHATTAN NY, 10014",American,40.72966,-74.00264
PANINO RUSTICO,"8222 17 AVENUE BROOKLYN NY, 11214",Italian,40.610733,-74.00265
4O KNOTS,"200 COLUMBIA STREET BROOKLYN NY, 11231",American,40.68514,-74.002655
GELATO GIUSTO,"164 9TH AVE MANHATTAN NY, 10011","Ice Cream, Gelato, Yogurt, Ices",40.744667,-74.002655
GOLDEN CHOPSTICKS,"4817 8TH AVE BROOKLYN NY, 11220",Chinese,40.642113,-74.00266
BARROW STREET ALE HOUSE,"15 BARROW ST MANHATTAN NY, 10014",American,40.732643,-74.002686
THINK COFFEE,"73 8 AVENUE MANHATTAN NY, 10014",Coffee/Tea,40.739548,-74.002686
T BAAR,"4823 8 AVENUE BROOKLYN NY, 11220","Juice, Smoothies, Fruit Salads",40.642082,-74.00269
SIMON'S BBQ,"4823 8TH AVENUE BROOKLYN NY, 11220",Barbecue,40.642082,-74.00269
MAZZAT,"208 COLUMBIA STREET BROOKLYN NY, 11231",Middle Eastern,40.684948,-74.00275
SHAXIAN DELICACIES,"811 49TH ST BROOKLYN NY, 11220",Chinese,40.64146,-74.002754
ONE IF BY LAND TWO IF BY SEA,"17 BARROW ST MANHATTAN NY, 10014",Armenian,40.732616,-74.002754
BOCCA DI BACCO,"167 9 AVENUE MANHATTAN NY, 10011",Italian,40.744545,-74.002754
CIPRIANI DOWNTOWN RESTAURANT,"376 WEST BROADWAY MANHATTAN NY, 10012",Italian,40.723587,-74.00276
STARBUCKS,"72 GROVE STREET MANHATTAN NY, 10014",Coffee/Tea,40.733303,-74.00276
BOBO RESTAURANT,"181 WEST   10 STREET MANHATTAN NY, 10014",American,40.73429,-74.00276
LOS TIGRES BAKERY,"6702 13TH AVE BROOKLYN NY, 11219",Mexican,40.624756,-74.00281
EL POLLO III,"8603 18TH AVE BROOKLYN NY, 11214",Spanish,40.607086,-74.002815
SMALLS JAZZ CLUB,"183 WEST   10 STREET MANHATTAN NY, 10014",American,40.734283,-74.002815
BAR  SARDINE,"183 WEST   10 STREET MANHATTAN NY, 10014",Japanese,40.734283,-74.002815
PAPA KEBAB,"361 WEST   17 STREET MANHATTAN NY, 10011",Mediterranean,40.742382,-74.002815
O-MAI,"158 9 AVENUE MANHATTAN NY, 10011",Vietnamese/Cambodian/Malaysia,40.74443,-74.00282
Mama Lupita's Bistro,"904 4TH AVE BROOKLYN NY, 11232",Mexican,40.655846,-74.00284
TIPSY PARSON,"156 9 AVENUE MANHATTAN NY, 10011",American,40.74436,-74.00288
RED APPLE,"225 COLUMBIA ST BROOKLYN NY, 11231",Chinese,40.684643,-74.002884
TACOMBI BLEECKER ST.,"255 BLEECKER ST MANHATTAN NY, 10014",Mexican,40.73112,-74.00293
